File,Strategy,Rules,Action A,Action B,UserValue,DealerValue,TrueCount,Hands Played,Action A EV,Action A Variance,Action B EV,Action B Variance,Best Action
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,10,10,56.5,174778,0.039662,0.833235,0.042568,3.390606,Double
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,10,10,57,226201,0.029014,0.841652,0.013041,3.425438,Hit
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,10,10,66.5,136492,0.039665,0.832161,0.040281,3.385448,Double
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,10,10,69,115395,0.042203,0.830959,0.033710,3.382823,Hit
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,10,10,69.5,97078,0.046746,0.823110,0.058448,3.347250,Double
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,10,10,70.5,121060,0.040798,0.832806,0.040757,3.386708,Hit
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,10,10,71,89741,0.044428,0.830165,0.051526,3.373193,Double
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,10,11,54.5,72689,0.075183,0.858316,-0.009603,3.563088,Hit
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,10,11,55.5,52424,0.088490,0.851146,0.070464,3.526166,Hit
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,11,11,24,124567,0.154921,0.870683,0.160653,3.659661,Double
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,11,11,24.5,124180,0.149130,0.870601,0.131841,3.668558,Hit
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,11,11,26.5,114693,0.153697,0.870678,0.156365,3.658878,Double
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,11,11,27,128196,0.152087,0.869994,0.151939,3.659869,Hit
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,11,11,28,107548,0.158618,0.868534,0.168911,3.654848,Double
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,11,11,28.5,108721,0.156520,0.870278,0.154524,3.662402,Hit
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,11,11,29,111443,0.150651,0.871851,0.154626,3.660414,Double
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,11,11,29.5,110115,0.151796,0.870161,0.140871,3.664594,Hit
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,11,11,31.5,92571,0.146623,0.873242,0.148729,3.666205,Double
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,11,11,32,98409,0.150037,0.871990,0.144804,3.667353,Hit
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,11,11,32.5,100261,0.157270,0.869572,0.162975,3.659818,Double
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,11,11,33,94914,0.154024,0.872404,0.148914,3.670894,Hit
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,11,11,34,88694,0.165017,0.868050,0.177171,3.655669,Double
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,11,11,34.5,115304,0.152276,0.872080,0.147003,3.668288,Hit
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,11,11,37,82280,0.158690,0.868607,0.166018,3.657902,Double
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,11,11,37.5,94699,0.151564,0.871832,0.147414,3.666925,Hit
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,11,11,39,79162,0.170890,0.865898,0.203886,3.641006,Double
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,11,11,39.5,77483,0.145000,0.873404,0.136649,3.669362,Hit
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,11,11,40,83317,0.153654,0.868909,0.155647,3.661072,Double
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,11,11,41.5,65266,0.157617,0.869421,0.150124,3.663976,Hit
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,11,11,42,76523,0.159142,0.869882,0.164970,3.657742,Double
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,11,11,49.5,78852,0.141125,0.873885,0.104423,3.679706,Hit
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,11,11,50,54314,0.188975,0.860006,0.287771,3.590716,Double
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,11,11,51,98792,0.176411,0.864863,0.228662,3.628052,Double
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,11,11,54.5,84317,0.139818,0.873331,0.132073,3.663333,Hit
R14Strategy_Hit_vs_Double_H17.csv,R14Strategy,H17,Hit,Double,11,11,56,58347,0.149793,0.869536,0.136871,3.665363,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,2.5,541105,0.074932,0.913944,0.079023,3.708347,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,3,634697,0.079668,0.912556,0.079247,3.705708,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,9,291946,0.080590,0.911867,0.081755,3.704989,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,9.5,261687,0.074857,0.911718,0.074677,3.701157,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,10,268907,0.077808,0.913353,0.077886,3.708408,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,10.5,263965,0.072279,0.912666,0.064698,3.705442,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,15.5,213117,0.076615,0.912283,0.077788,3.703742,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,16,193141,0.075158,0.913172,0.070829,3.707173,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,17,177521,0.076070,0.912539,0.078379,3.702781,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,17.5,189831,0.077369,0.913247,0.072517,3.710025,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,18,207989,0.075773,0.912345,0.076629,3.704074,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,18.5,181327,0.076839,0.911615,0.074760,3.700423,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,20.5,168865,0.081319,0.912050,0.085003,3.705208,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,21,180824,0.077534,0.912805,0.076815,3.705487,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,22,154377,0.078600,0.911951,0.084689,3.702422,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,23,162545,0.079393,0.913473,0.077517,3.710870,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,23.5,157460,0.081754,0.910813,0.085444,3.699723,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,25,160197,0.079115,0.911611,0.074833,3.702634,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,25.5,152801,0.083579,0.911863,0.089816,3.703532,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,27,153482,0.077397,0.912130,0.076413,3.705189,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,28,132350,0.079713,0.911364,0.079955,3.703860,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,29.5,133033,0.076785,0.912440,0.076327,3.703479,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,30,115352,0.082998,0.911691,0.088564,3.702677,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,33.5,105897,0.075536,0.913046,0.072731,3.706959,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,34,110420,0.080447,0.912085,0.085872,3.703294,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,36.5,100184,0.081031,0.911046,0.080093,3.701083,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,37,99131,0.085664,0.911668,0.090063,3.705762,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,38.5,103537,0.078870,0.913393,0.076436,3.709737,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,39,102330,0.097733,0.908312,0.120805,3.693761,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,39.5,88958,0.082724,0.912253,0.081522,3.705758,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,40,101348,0.085784,0.910824,0.095887,3.699335,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,44,78131,0.077728,0.912531,0.072750,3.703555,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,44.5,97569,0.078488,0.912267,0.080743,3.705766,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,48.5,75228,0.077378,0.913763,0.074919,3.708642,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,49,70898,0.102133,0.907606,0.136534,3.687641,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,49.5,84222,0.059961,0.917518,0.037377,3.720291,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,50,77622,0.112945,0.902847,0.153513,3.674870,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,51,127530,0.092441,0.907545,0.109088,3.690946,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,52,156627,0.085688,0.911739,0.095718,3.704783,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,54,51906,0.120603,0.901110,0.173891,3.665134,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,2,54.5,95221,0.073923,0.913524,0.064125,3.708052,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,7,49,66055,0.207176,0.856314,0.220604,3.657215,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,7,49.5,83056,0.165310,0.867322,0.064800,3.713052,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,7,50,71702,0.215322,0.853235,0.248054,3.641964,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,7,53,108779,0.199928,0.859044,0.208588,3.663126,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,7,54.5,92300,0.167811,0.867061,0.104875,3.700637,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,7,55.5,72117,0.192451,0.860379,0.176075,3.674476,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,7,57,56590,0.189415,0.861825,0.162219,3.686567,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,7,58,51900,0.209923,0.855489,0.228979,3.657472,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,7,58.5,51155,0.191047,0.862318,0.180002,3.674607,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,7,59.5,51436,0.201999,0.858256,0.209036,3.666701,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,7,60,51517,0.191548,0.859052,0.160646,3.677980,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,9,7,64.5,54370,0.192698,0.861175,0.189958,3.675522,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,10,10,54,165516,0.045621,0.825144,0.050823,3.353661,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,10,10,54.5,392491,0.025091,0.847696,0.002787,3.452494,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,10,10,64,130450,0.043542,0.830392,0.048632,3.378915,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,10,10,64.5,216471,0.036444,0.838216,0.029242,3.412276,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,10,10,65,77670,0.041290,0.833173,0.043620,3.387926,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,10,10,65.5,184536,0.037527,0.833784,0.031593,3.391836,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,10,10,67.5,139185,0.043532,0.832326,0.045335,3.388281,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,10,10,69,115806,0.036829,0.834533,0.035870,3.396361,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,10,10,69.5,96969,0.046902,0.824415,0.049232,3.353824,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,10,10,70.5,121110,0.041433,0.833706,0.040327,3.392247,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,10,10,71,90259,0.042633,0.827640,0.047774,3.363410,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,10,11,54.5,73139,0.078686,0.859407,-0.006344,3.570148,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,10,11,55.5,52419,0.094450,0.854526,0.070814,3.548659,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,11,11,22,125270,0.158242,0.869324,0.161363,3.660367,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,11,11,22.5,132462,0.154595,0.871738,0.144479,3.671143,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,11,11,24,124650,0.156919,0.869448,0.159920,3.659592,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,11,11,24.5,124479,0.152339,0.870221,0.143108,3.663643,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,11,11,27,128080,0.154411,0.870153,0.156012,3.658702,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,11,11,27.5,114881,0.150730,0.870535,0.149459,3.661230,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,11,11,30,95084,0.149300,0.870667,0.149489,3.659576,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,11,11,31,111303,0.156249,0.869803,0.151802,3.662032,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,11,11,32.5,100505,0.155485,0.870974,0.161683,3.661197,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,11,11,33.5,88674,0.149018,0.871224,0.144259,3.662073,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,11,11,35,68711,0.160236,0.868883,0.166786,3.659860,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,11,11,36.5,84277,0.154348,0.869327,0.144310,3.665352,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,11,11,37,82349,0.158982,0.869575,0.162552,3.660568,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,11,11,38.5,87931,0.148821,0.871053,0.144591,3.664938,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,11,11,39,78946,0.166050,0.867938,0.187318,3.649456,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,11,11,39.5,76886,0.148740,0.872136,0.136982,3.668565,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,11,11,40,84152,0.152201,0.871335,0.163276,3.659908,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,11,11,41.5,65467,0.158691,0.869146,0.156354,3.662296,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,11,11,42,76296,0.160939,0.866426,0.177309,3.646028,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,11,11,49.5,79382,0.139490,0.874209,0.104860,3.678304,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,11,11,50,54248,0.184763,0.862467,0.274996,3.597950,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,11,11,51,99330,0.171267,0.866187,0.224041,3.632359,Double
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,11,11,54.5,84719,0.146154,0.871567,0.129298,3.670058,Hit
R14Strategy_Hit_vs_Double_S17.csv,R14Strategy,S17,Hit,Double,11,11,56,58647,0.152915,0.871121,0.132692,3.670697,Hit
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,2,54,104765,-0.249578,0.893803,-0.248089,0.938452,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,2,54.5,228062,-0.252186,0.887249,-0.299208,0.910475,Hit
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,2,55,68782,-0.257873,0.886585,-0.255009,0.934971,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,2,55.5,170642,-0.251292,0.891019,-0.275923,0.923867,Hit
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,2,68.5,64529,-0.254568,0.889696,-0.251902,0.936545,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,2,69,69722,-0.247368,0.893673,-0.260291,0.932249,Hit
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,2,71,55801,-0.249458,0.894886,-0.246429,0.939273,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,2,71.5,62034,-0.241029,0.895640,-0.256376,0.934272,Hit
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,2,72.5,50368,-0.250318,0.892590,-0.245076,0.939938,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,2,73,60390,-0.247756,0.894934,-0.251465,0.936765,Hit
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,2,74.5,59391,-0.256099,0.889373,-0.241164,0.941840,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,3,49,160335,-0.219054,0.906280,-0.209468,0.956123,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,3,49.5,219140,-0.237989,0.893297,-0.282158,0.920387,Hit
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,3,50,172281,-0.217778,0.906938,-0.197439,0.961018,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,3,50.5,88241,-0.258417,0.879912,-0.326141,0.893632,Hit
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,3,53,269391,-0.221024,0.905315,-0.220449,0.951402,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,3,53.5,105585,-0.248103,0.885037,-0.309334,0.904313,Hit
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,3,54,110499,-0.204798,0.913541,-0.180047,0.967583,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,3,54.5,240725,-0.232797,0.896127,-0.267405,0.928495,Hit
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,3,55,72476,-0.217203,0.906242,-0.192119,0.963090,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,3,55.5,179517,-0.216882,0.906287,-0.225979,0.948934,Hit
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,3,56.5,113999,-0.213721,0.908490,-0.201730,0.959305,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,3,57,142695,-0.222215,0.903149,-0.240380,0.942218,Hit
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,3,58,128434,-0.219202,0.906550,-0.212903,0.954672,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,3,58.5,128278,-0.222454,0.902930,-0.235114,0.944721,Hit
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,3,59.5,126465,-0.214755,0.907575,-0.213268,0.954517,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,3,60,129910,-0.222215,0.902664,-0.242168,0.941355,Hit
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,3,60.5,124133,-0.220481,0.904309,-0.219772,0.951700,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,3,61,111417,-0.212149,0.909021,-0.214213,0.954113,Hit
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,3,62,117361,-0.221027,0.903695,-0.220627,0.951324,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,3,64.5,135814,-0.220235,0.904484,-0.225500,0.949150,Hit
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,3,65,50235,-0.218931,0.905707,-0.204220,0.958294,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,3,66,85686,-0.214784,0.907886,-0.219196,0.951953,Hit
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,12,3,66.5,88513,-0.219877,0.905570,-0.201496,0.959399,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,13,2,2.5,950160,-0.311113,0.852734,-0.293948,0.913594,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,13,2,3.5,645696,-0.303098,0.856505,-0.306791,0.905879,Hit
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,13,2,4,696621,-0.303495,0.856709,-0.302562,0.908456,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,13,2,4.5,612453,-0.302959,0.856896,-0.304613,0.907211,Hit
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,13,2,5,556987,-0.304088,0.856212,-0.302188,0.908682,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,13,2,13,513675,-0.302140,0.858086,-0.303349,0.907979,Hit
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,13,2,13.5,507952,-0.307291,0.854660,-0.297327,0.911596,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,13,2,49.5,210019,-0.295597,0.859303,-0.314100,0.901341,Hit
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,13,2,50,163309,-0.334385,0.843627,-0.261290,0.931728,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,13,2,50.5,84882,-0.280071,0.865423,-0.346269,0.880098,Hit
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,13,2,51,285792,-0.321650,0.848657,-0.276929,0.923311,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,13,2,53.5,101911,-0.282864,0.864861,-0.334714,0.887967,Hit
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,13,2,54,104932,-0.343051,0.839193,-0.243872,0.940526,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,13,3,0.5,669189,-0.284556,0.870200,-0.269806,0.927205,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,13,3,49.5,193662,-0.278444,0.872785,-0.283587,0.919578,Hit
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,13,3,50,151113,-0.308623,0.863418,-0.189666,0.964027,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,13,3,50.5,77923,-0.270742,0.872415,-0.324102,0.894958,Hit
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,13,3,51,263791,-0.298900,0.866541,-0.225000,0.949375,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,13,3,53.5,93493,-0.268555,0.873938,-0.314024,0.901389,Hit
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,13,3,54,96389,-0.317598,0.858815,-0.167872,0.971819,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,15,10,50,407191,-0.561461,0.633815,-0.554838,0.692155,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,15,10,50.5,264515,-0.431960,0.746431,-0.516141,0.733599,Hit
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,15,10,54,248160,-0.581899,0.613264,-0.560485,0.685856,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,15,10,54.5,663844,-0.493092,0.697271,-0.530824,0.718226,Hit
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,15,10,56.5,278273,-0.556831,0.638896,-0.552066,0.695223,Stand
R14Strategy_Hit_vs_Stand_H17.csv,R14Strategy,H17,Hit,Stand,15,10,57,372201,-0.518368,0.674917,-0.540915,0.707411,Hit
