Strategy,Rules,Decision,Action A,Action B,Player Value,Dealer Upcard,Deviation TC,Total Hands,Notes
MentorStrategy,S17,Hit_vs_Stand,Hit,Stand,12,2,48.8,184814228,
MentorStrategy,S17,Hit_vs_Stand,Hit,Stand,12,3,39.0,195084397,
MentorStrategy,S17,Hit_vs_Stand,Hit,Stand,13,2,1.1,186757415,
MentorStrategy,S17,Hit_vs_Stand,Hit,Stand,13,3,0.6,172250882,
MentorStrategy,S17,Hit_vs_Stand,Hit,Stand,15,10,47.5,530380032,
MentorStrategy,S17,Hit_vs_Stand,Hit,Stand,16,10,47.3,477926659,
MentorStrategy,S17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,47.5,2008380445,Consolidated across all player hands
MentorStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,42308260,
MentorStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,42279287,
MentorStrategy,S17,Surrender_vs_Hit,Surrender,Hit,14,10,47.5,570012406,
MentorStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,9,47.4,145637477,
MentorStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,10,18.4,530380032,
MentorStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,11,47.2,101876269,
MentorStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,9,35.4,131396957,
MentorStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,10,-1.4,477926659,
MentorStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,11,-0.3,92099012,
NoStrategy,H17,Hit_vs_Double,Double,Hit,9,2,N/A,76688218,
NoStrategy,H17,Hit_vs_Double,Double,Hit,9,7,N/A,74321922,
NoStrategy,H17,Hit_vs_Double,Double,Hit,10,10,N/A,311056328,
NoStrategy,H17,Hit_vs_Double,Double,Hit,10,11,N/A,57980927,
NoStrategy,H17,Hit_vs_Double,Double,Hit,11,11,N/A,67181175,
NoStrategy,H17,Hit_vs_Stand,Hit,Stand,12,2,N/A,182432751,
NoStrategy,H17,Hit_vs_Stand,Hit,Stand,12,3,N/A,192538249,
NoStrategy,H17,Hit_vs_Stand,Hit,Stand,13,2,N/A,184367601,
NoStrategy,H17,Hit_vs_Stand,Hit,Stand,13,3,N/A,169999185,
NoStrategy,H17,Hit_vs_Stand,Hit,Stand,15,10,N/A,523594341,
NoStrategy,H17,Hit_vs_Stand,Hit,Stand,16,10,N/A,471878357,
NoStrategy,H17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,N/A,1983237003,Consolidated across all player hands
NoStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,41770204,
NoStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,41755546,
NoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,14,10,N/A,562700257,
NoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,9,N/A,143777392,
NoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,10,N/A,523594341,
NoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,11,N/A,100595839,
NoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,9,N/A,129710315,
NoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,10,N/A,471878357,
NoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,11,N/A,90981453,
NoStrategy,S17,Hit_vs_Double,Double,Hit,9,2,N/A,76962428,
NoStrategy,S17,Hit_vs_Double,Double,Hit,9,7,N/A,74595704,
NoStrategy,S17,Hit_vs_Double,Double,Hit,10,10,N/A,312232919,
NoStrategy,S17,Hit_vs_Double,Double,Hit,10,11,N/A,58158360,
NoStrategy,S17,Hit_vs_Double,Double,Hit,11,11,N/A,67408240,
NoStrategy,S17,Hit_vs_Stand,Hit,Stand,12,2,N/A,183133797,
NoStrategy,S17,Hit_vs_Stand,Hit,Stand,12,3,N/A,193290014,
NoStrategy,S17,Hit_vs_Stand,Hit,Stand,13,2,N/A,185082599,
NoStrategy,S17,Hit_vs_Stand,Hit,Stand,13,3,N/A,170660108,
NoStrategy,S17,Hit_vs_Stand,Hit,Stand,15,10,N/A,525633218,
NoStrategy,S17,Hit_vs_Stand,Hit,Stand,16,10,N/A,473669660,
NoStrategy,S17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,N/A,1989667590,Consolidated across all player hands
NoStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,41928153,
NoStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,41898828,
NoStrategy,S17,Surrender_vs_Hit,Surrender,Hit,14,10,N/A,564878127,
NoStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,9,N/A,144327719,
NoStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,10,N/A,525633218,
NoStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,11,N/A,100928082,
NoStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,9,N/A,130189438,
NoStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,10,N/A,473669660,
NoStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,11,N/A,91245939,
OmegaIIStrategy,H17,Hit_vs_Double,Double,Hit,9,2,1.5,77348634,
OmegaIIStrategy,H17,Hit_vs_Double,Double,Hit,9,7,39.9,74962851,
OmegaIIStrategy,H17,Hit_vs_Double,Double,Hit,10,10,42.8,313747680,
OmegaIIStrategy,H17,Hit_vs_Double,Double,Hit,10,11,40.3,58493264,
OmegaIIStrategy,H17,Hit_vs_Double,Double,Hit,11,11,16.8,67791085,
OmegaIIStrategy,H17,Hit_vs_Stand,Hit,Stand,12,2,44.3,184022156,
OmegaIIStrategy,H17,Hit_vs_Stand,Hit,Stand,12,3,38.8,194240874,
OmegaIIStrategy,H17,Hit_vs_Stand,Hit,Stand,13,2,1.0,185938082,
OmegaIIStrategy,H17,Hit_vs_Stand,Hit,Stand,13,3,-0.2,171507160,
OmegaIIStrategy,H17,Hit_vs_Stand,Hit,Stand,15,10,40.4,528045492,
OmegaIIStrategy,H17,Hit_vs_Stand,Hit,Stand,16,10,35.9,475937546,
OmegaIIStrategy,H17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,42.9,2000949893,Consolidated across all player hands
OmegaIIStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,42121920,
OmegaIIStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,42104376,
OmegaIIStrategy,H17,Surrender_vs_Hit,Surrender,Hit,14,10,39.9,567592304,
OmegaIIStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,9,38.8,145034305,
OmegaIIStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,10,16.8,528045492,
OmegaIIStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,11,34.4,101487638,
OmegaIIStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,9,27.3,130858506,
OmegaIIStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,10,-0.5,475937546,
OmegaIIStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,11,-0.1,91763887,
OmegaIIStrategy,S17,Hit_vs_Double,Double,Hit,9,2,1.4,77632978,
OmegaIIStrategy,S17,Hit_vs_Double,Double,Hit,9,7,39.0,75263280,
OmegaIIStrategy,S17,Hit_vs_Double,Double,Hit,10,10,42.8,314993172,
OmegaIIStrategy,S17,Hit_vs_Double,Double,Hit,10,11,42.7,58690567,
OmegaIIStrategy,S17,Hit_vs_Double,Double,Hit,11,11,16.8,68022255,
OmegaIIStrategy,S17,Hit_vs_Stand,Hit,Stand,12,2,44.3,184734426,
OmegaIIStrategy,S17,Hit_vs_Stand,Hit,Stand,12,3,38.9,195023727,
OmegaIIStrategy,S17,Hit_vs_Stand,Hit,Stand,13,2,1.0,186703288,
OmegaIIStrategy,S17,Hit_vs_Stand,Hit,Stand,13,3,-0.2,172176633,
OmegaIIStrategy,S17,Hit_vs_Stand,Hit,Stand,15,10,42.7,530187409,
OmegaIIStrategy,S17,Hit_vs_Stand,Hit,Stand,16,10,34.5,477756564,
OmegaIIStrategy,S17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,42.9,2007712708,Consolidated across all player hands
OmegaIIStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,42300401,
OmegaIIStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,42278808,
OmegaIIStrategy,S17,Surrender_vs_Hit,Surrender,Hit,14,10,39.9,569847114,
OmegaIIStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,9,38.8,145592868,
OmegaIIStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,10,16.8,530187409,
OmegaIIStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,11,34.4,101851153,
OmegaIIStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,9,27.4,131359429,
OmegaIIStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,10,-0.5,477756564,
OmegaIIStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,11,-0.1,92097137,
R14Strategy,H17,Hit_vs_Double,Double,Hit,9,2,2.4,77295323,
R14Strategy,H17,Hit_vs_Double,Double,Hit,9,7,48.9,74919874,
R14Strategy,H17,Hit_vs_Double,Double,Hit,10,10,50.0,313424772,
R14Strategy,H17,Hit_vs_Double,Double,Hit,10,11,50.0,58459345,
R14Strategy,H17,Hit_vs_Double,Double,Hit,11,11,25.3,67731862,
R14Strategy,H17,Hit_vs_Stand,Hit,Stand,12,2,54.0,183890411,
R14Strategy,H17,Hit_vs_Stand,Hit,Stand,12,3,48.9,194054714,
R14Strategy,H17,Hit_vs_Stand,Hit,Stand,13,2,1.5,185796215,
R14Strategy,H17,Hit_vs_Stand,Hit,Stand,13,3,0.2,171365168,
R14Strategy,H17,Hit_vs_Stand,Hit,Stand,15,10,49.9,527541298,
R14Strategy,H17,Hit_vs_Stand,Hit,Stand,16,10,-10.3,475453654,
R14Strategy,H17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,53.9,1998947242,Consolidated across all player hands
R14Strategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,42076649,
R14Strategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,42065284,
R14Strategy,H17,Surrender_vs_Hit,Surrender,Hit,14,10,49.0,567012672,
R14Strategy,H17,Surrender_vs_Hit,Surrender,Hit,15,9,48.8,144899296,
R14Strategy,H17,Surrender_vs_Hit,Surrender,Hit,15,10,25.4,527541298,
R14Strategy,H17,Surrender_vs_Hit,Surrender,Hit,15,11,38.9,101393865,
R14Strategy,H17,Surrender_vs_Hit,Surrender,Hit,16,9,38.7,130711630,
R14Strategy,H17,Surrender_vs_Hit,Surrender,Hit,16,10,-1.0,475453654,
R14Strategy,H17,Surrender_vs_Hit,Surrender,Hit,16,11,-0.3,91684427,
R14Strategy,S17,Hit_vs_Double,Double,Hit,9,2,2.4,77575340,
R14Strategy,S17,Hit_vs_Double,Double,Hit,9,7,48.9,75191819,
R14Strategy,S17,Hit_vs_Double,Double,Hit,10,10,53.9,314667570,
R14Strategy,S17,Hit_vs_Double,Double,Hit,10,11,49.9,58633077,
R14Strategy,S17,Hit_vs_Double,Double,Hit,11,11,25.3,67955242,
R14Strategy,S17,Hit_vs_Stand,Hit,Stand,12,2,54.0,184579807,
R14Strategy,S17,Hit_vs_Stand,Hit,Stand,12,3,48.9,194860026,
R14Strategy,S17,Hit_vs_Stand,Hit,Stand,13,2,1.5,186533724,
R14Strategy,S17,Hit_vs_Stand,Hit,Stand,13,3,0.1,172003344,
R14Strategy,S17,Hit_vs_Stand,Hit,Stand,15,10,50.0,529589379,
R14Strategy,S17,Hit_vs_Stand,Hit,Stand,16,10,39.0,477195624,
R14Strategy,S17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,53.9,2005540342,Consolidated across all player hands
R14Strategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,42241350,
R14Strategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,42213582,
R14Strategy,S17,Surrender_vs_Hit,Surrender,Hit,14,10,49.0,569181007,
R14Strategy,S17,Surrender_vs_Hit,Surrender,Hit,15,9,48.8,145464477,
R14Strategy,S17,Surrender_vs_Hit,Surrender,Hit,15,10,25.4,529589379,
R14Strategy,S17,Surrender_vs_Hit,Surrender,Hit,15,11,38.9,101733130,
R14Strategy,S17,Surrender_vs_Hit,Surrender,Hit,16,9,38.7,131203654,
R14Strategy,S17,Surrender_vs_Hit,Surrender,Hit,16,10,-2.3,477195624,
R14Strategy,S17,Surrender_vs_Hit,Surrender,Hit,16,11,-0.3,91976347,
RAPCStrategy,H17,Hit_vs_Double,Double,Hit,9,2,2.3,76811747,
RAPCStrategy,H17,Hit_vs_Double,Double,Hit,9,7,10.6,74439997,
RAPCStrategy,H17,Hit_vs_Double,Double,Hit,10,10,8.3,311649373,
RAPCStrategy,H17,Hit_vs_Double,Double,Hit,10,11,8.1,58088090,
RAPCStrategy,H17,Hit_vs_Double,Double,Hit,11,11,-0.7,67323320,
RAPCStrategy,H17,Hit_vs_Stand,Hit,Stand,12,2,11.4,182798204,
RAPCStrategy,H17,Hit_vs_Stand,Hit,Stand,12,3,6.9,192931617,
RAPCStrategy,H17,Hit_vs_Stand,Hit,Stand,13,2,-0.7,184719768,
RAPCStrategy,H17,Hit_vs_Stand,Hit,Stand,13,3,-4.1,170334187,
RAPCStrategy,H17,Hit_vs_Stand,Hit,Stand,15,10,9.9,524698234,
RAPCStrategy,H17,Hit_vs_Stand,Hit,Stand,16,10,3.1,472973596,
RAPCStrategy,H17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,8.4,1988105601,Consolidated across all player hands
RAPCStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,41878500,
RAPCStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,41841461,
RAPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,14,10,8.1,563895202,
RAPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,9,7.1,144086515,
RAPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,10,-0.5,524698238,
RAPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,11,2.7,100844028,
RAPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,9,1.4,129978983,
RAPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,10,-7.9,472973598,
RAPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,11,-5.8,91181447,
RAPCStrategy,S17,Hit_vs_Double,Double,Hit,9,2,2.6,77103409,
RAPCStrategy,S17,Hit_vs_Double,Double,Hit,9,7,11.1,74712139,
RAPCStrategy,S17,Hit_vs_Double,Double,Hit,10,10,8.5,312854458,
RAPCStrategy,S17,Hit_vs_Double,Double,Hit,10,11,8.1,58287647,
RAPCStrategy,S17,Hit_vs_Double,Double,Hit,11,11,-0.4,67553570,
RAPCStrategy,S17,Hit_vs_Stand,Hit,Stand,12,2,11.7,183509551,
RAPCStrategy,S17,Hit_vs_Stand,Hit,Stand,12,3,6.9,193645337,
RAPCStrategy,S17,Hit_vs_Stand,Hit,Stand,13,2,-1.0,185411747,
RAPCStrategy,S17,Hit_vs_Stand,Hit,Stand,13,3,-4.2,170980209,
RAPCStrategy,S17,Hit_vs_Stand,Hit,Stand,15,10,10.0,526810848,
RAPCStrategy,S17,Hit_vs_Stand,Hit,Stand,16,10,3.2,474680274,
RAPCStrategy,S17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,8.3,1994674524,Consolidated across all player hands
RAPCStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,42036756,
RAPCStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,42006691,
RAPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,14,10,8.1,566142520,
RAPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,9,7.2,144637044,
RAPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,10,-0.5,526810848,
RAPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,11,3.1,101174688,
RAPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,9,1.5,130463514,
RAPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,10,-8.0,474680274,
RAPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,11,-5.7,91478408,
RPCStrategy,H17,Hit_vs_Double,Double,Hit,9,2,1.1,76877832,
RPCStrategy,H17,Hit_vs_Double,Double,Hit,9,7,6.4,74530251,
RPCStrategy,H17,Hit_vs_Double,Double,Hit,10,10,5.2,311989885,
RPCStrategy,H17,Hit_vs_Double,Double,Hit,10,11,5.1,58153572,
RPCStrategy,H17,Hit_vs_Double,Double,Hit,11,11,-0.2,67401294,
RPCStrategy,H17,Hit_vs_Stand,Hit,Stand,12,2,6.3,182989655,
RPCStrategy,H17,Hit_vs_Stand,Hit,Stand,12,3,4.1,193098237,
RPCStrategy,H17,Hit_vs_Stand,Hit,Stand,13,2,-0.5,184898526,
RPCStrategy,H17,Hit_vs_Stand,Hit,Stand,13,3,-2.5,170458863,
RPCStrategy,H17,Hit_vs_Stand,Hit,Stand,15,10,5.6,525357738,
RPCStrategy,H17,Hit_vs_Stand,Hit,Stand,16,10,1.9,473442642,
RPCStrategy,H17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,4.8,1990354446,Consolidated across all player hands
RPCStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,41911326,
RPCStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,41884185,
RPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,14,10,4.8,564578991,
RPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,9,4.4,144242728,
RPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,10,-0.4,525357738,
RPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,11,1.9,100947407,
RPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,9,1.0,130119957,
RPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,10,-5.0,473442642,
RPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,11,-3.6,91271621,
RPCStrategy,S17,Hit_vs_Double,Double,Hit,9,2,1.2,77162008,
RPCStrategy,S17,Hit_vs_Double,Double,Hit,9,7,6.4,74781439,
RPCStrategy,S17,Hit_vs_Double,Double,Hit,10,10,5.2,313155487,
RPCStrategy,S17,Hit_vs_Double,Double,Hit,10,11,5.0,58339981,
RPCStrategy,S17,Hit_vs_Double,Double,Hit,11,11,-0.1,67595843,
RPCStrategy,S17,Hit_vs_Stand,Hit,Stand,12,2,6.3,183659659,
RPCStrategy,S17,Hit_vs_Stand,Hit,Stand,12,3,3.9,193828762,
RPCStrategy,S17,Hit_vs_Stand,Hit,Stand,13,2,-0.6,185600222,
RPCStrategy,S17,Hit_vs_Stand,Hit,Stand,13,3,-2.6,171152315,
RPCStrategy,S17,Hit_vs_Stand,Hit,Stand,15,10,5.6,527399516,
RPCStrategy,S17,Hit_vs_Stand,Hit,Stand,16,10,1.9,475285851,
RPCStrategy,S17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,4.8,1996848083,Consolidated across all player hands
RPCStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,42089344,
RPCStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,42047679,
RPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,14,10,4.8,566795941,
RPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,9,4.4,144804618,
RPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,10,-0.4,527399516,
RPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,11,1.9,101282074,
RPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,9,1.1,130593401,
RPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,10,-5.0,475285857,
RPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,11,-3.3,91571742,
WongHalvesStrategy,H17,Hit_vs_Double,Double,Hit,9,2,3.9,77267151,
WongHalvesStrategy,H17,Hit_vs_Double,Double,Hit,9,7,19.9,74888698,
WongHalvesStrategy,H17,Hit_vs_Double,Double,Hit,10,10,21.3,313395462,
WongHalvesStrategy,H17,Hit_vs_Double,Double,Hit,10,11,21.1,58430024,
WongHalvesStrategy,H17,Hit_vs_Double,Double,Hit,11,11,11.0,67718460,
WongHalvesStrategy,H17,Hit_vs_Stand,Hit,Stand,12,2,21.5,183850394,
WongHalvesStrategy,H17,Hit_vs_Stand,Hit,Stand,12,3,19.5,193998317,
WongHalvesStrategy,H17,Hit_vs_Stand,Hit,Stand,13,2,0.8,185757927,
WongHalvesStrategy,H17,Hit_vs_Stand,Hit,Stand,13,3,0.3,171328942,
WongHalvesStrategy,H17,Hit_vs_Stand,Hit,Stand,15,10,21.1,527515882,
WongHalvesStrategy,H17,Hit_vs_Stand,Hit,Stand,16,10,13.0,475475322,
WongHalvesStrategy,H17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,21.3,1998785100,Consolidated across all player hands
WongHalvesStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,42085489,
