table_min,table_max,bankroll,kelly,num_replays,mean_end_bankroll,median_end_bankroll,mean_end_profit,p025_bankroll,p975_bankroll,prob_finish_down,prob_lose_25pct,prob_lose_50pct,prob_double,prob_ruin,mean_max_drawdown,median_max_drawdown,p95_max_drawdown,p99_max_drawdown,rtp,mean_total_wagered,mean_shoes_used,mean_hands_used,prob_end_below_0.9xB0,prob_end_below_0.75xB0,prob_end_below_0.5xB0,prob_end_below_0.25xB0
5.0,500.0,1000.0,0.25,50000,999.74565,1000.0,-0.25435,855.0,1145.0,0.49416,0.00032,0.0,0.0,0.0,44.97535,45.0,67.5,87.5,0.9996938820212765,830.8888,10.0,137.50614,0.0832,0.00032,0.0,0.0
5.0,500.0,1000.0,0.5,50000,1004.92755,1005.0,4.92755,810.0,1200.0,0.47282,0.00576,0.0,0.0,0.0,64.0657,57.5,117.5,160.0,1.0049665230513625,992.15285,10.0,137.52622,0.1352,0.00576,0.0,0.0
5.0,500.0,1000.0,0.75,50000,1010.0933,1010.0,10.0933,750.0,1272.5,0.46318,0.02438,0.00032,0.0,0.0,87.4183,77.5,170.0,235.0,1.0085658224169303,1178.32235,10.0,137.51774,0.18482,0.02438,0.00032,2e-05
5.0,500.0,1000.0,1.0,50000,1014.70035,1015.0,14.70035,680.0,1350.0,0.45974,0.0533,0.003,0.0,0.0,114.7871,100.0,225.0,305.0,1.0105345618203174,1395.4401,10.0,137.49906,0.22922,0.0533,0.003,6e-05
5.0,500.0,1000.0,1.25,50000,1019.9191,1020.0,19.9191,610.0,1430.0,0.45532,0.08474,0.00914,6e-05,8e-05,141.51025,125.0,282.6249999999891,385.0,1.0123307829992418,1615.3962,9.99978,137.50032,0.25914,0.08474,0.00914,0.00066
5.0,500.0,1000.0,1.5,50000,1024.83295,1022.5,24.83295,540.0,1512.5,0.45486,0.11392,0.01812,0.00038,0.00018,167.6212,150.0,337.5,460.0,1.0138101397539128,1798.1679,9.99978,137.51432,0.28168,0.11392,0.01812,0.00212
5.0,500.0,1000.0,2.0,50000,1035.24475,1032.5,35.24475,405.0,1672.5,0.45034,0.1613,0.04402,0.00326,0.00298,217.50845,192.5,445.0,610.0,1.0162793073201444,2165.00305,9.99332,137.40086,0.31604,0.1613,0.04402,0.00954
5.0,500.0,1000.0,2.5,50000,1046.598,1045.0,46.598,237.5,1857.5,0.44594,0.20662,0.07782,0.0125,0.0128,276.6143,245.0,560.0,765.0,1.0175520498999828,2654.8466,9.9651,136.96328,0.33832,0.20662,0.07782,0.0263
5.0,500.0,1000.0,3.0,50000,1056.09065,1055.0,56.09065,-2.5,2002.5,0.44446,0.2339,0.10686,0.02546,0.02734,328.6607,295.0,660.0,885.0250000000051,1.0184309287181166,3043.2894,9.9207,136.26844,0.35254,0.2339,0.10686,0.04678
5.0,500.0,1000.0,4.0,50000,1075.0623,1072.5,75.0623,-82.5,2357.5,0.44754,0.28448,0.16816,0.06832,0.07712,437.71215,395.0,880.0,1150.0,1.0195236660170117,3844.68265,9.7379,133.42606,0.37814,0.28448,0.16816,0.10302
5.0,500.0,1000.0,5.0,50000,1086.88115,1077.5,86.88115,-152.5,2692.5,0.45374,0.32106,0.22132,0.11152,0.1323,534.763,485.0,1055.0,1340.025000000005,1.0194199862452527,4473.8008,9.50972,129.97092,0.39778,0.32106,0.22132,0.16036
5.0,500.0,1000.0,6.0,50000,1112.71695,1097.5,112.71695,-220.0,3055.0,0.45512,0.34898,0.26718,0.15688,0.19064,629.97855,580.0,1210.0,1550.0,1.02220570955131,5076.0346,9.22534,125.7295,0.41002,0.34898,0.26718,0.21574
5.0,500.0,1000.0,7.0,50000,1110.5926,1065.0,110.5926,-275.0,3360.0,0.47464,0.38628,0.31756,0.1903,0.2475,719.49335,665.0,1355.0,1732.525000000005,1.0199373032614454,5547.019,8.92126,121.26214,0.43804,0.38628,0.31756,0.27136
25.0,2000.0,1000.0,0.25,50000,985.69525,987.5,-14.30475,312.5,1650.0,0.51158,0.2395,0.07294,0.00152,0.00356,204.5665,200.0,287.5,325.0,0.996362175243604,3932.22625,9.9968,137.44876,0.39638,0.2395,0.07294,0.01384
25.0,2000.0,1000.0,0.5,50000,989.49875,987.5,-10.50125,325.0,1662.5,0.50538,0.23652,0.07116,0.00178,0.00316,204.349,200.0,287.5,325.0,0.9973312146547162,3934.8425,9.99682,137.4512,0.3896,0.23652,0.07116,0.0144
25.0,2000.0,1000.0,0.75,50000,991.035,987.5,-8.965,325.0,1662.5,0.50232,0.23726,0.07376,0.0021,0.0038,206.64575,200.0,300.0,350.0,0.9977378872409334,3963.10925,9.99606,137.42558,0.38732,0.23726,0.07376,0.01504
25.0,2000.0,1000.0,1.0,50000,993.50575,987.5,-6.49425,300.0,1687.5,0.50034,0.23818,0.07834,0.00218,0.00486,213.7825,200.0,312.5,375.0,0.9983934059447629,4042.247,9.9945,137.40894,0.38406,0.23818,0.07834,0.0174
25.0,2000.0,1000.0,1.25,50000,998.44925,1000.0,-1.55075,275.0,1725.0,0.49446,0.2462,0.08558,0.00366,0.00748,225.10825,225.0,350.0,437.5,0.9996263073594558,4149.80075,9.99044,137.32874,0.38788,0.2462,0.08558,0.02132
25.0,2000.0,1000.0,1.5,50000,1002.9505,1000.0,2.9505,237.5,1762.5,0.49122,0.24742,0.09318,0.00548,0.01072,239.4455,225.0,375.0,500.0,1.000689297048422,4280.44775,9.98242,137.19844,0.3883,0.24742,0.09318,0.02662
25.0,2000.0,1000.0,2.0,50000,1010.626,1012.5,10.626,112.5,1850.0,0.48206,0.26396,0.1136,0.0121,0.02012,272.78375,250.0,475.0,637.5,1.002341758960476,4537.61475,9.96104,136.84178,0.3894,0.26396,0.1136,0.04026
25.0,2000.0,1000.0,2.5,50000,1023.253,1025.0,23.253,0.0,2012.5,0.4768,0.27988,0.13826,0.02694,0.04024,320.341,287.5,587.5,775.0,1.00473890571691,4906.829,9.90508,135.9349,0.3933,0.27988,0.13826,0.06346
25.0,2000.0,1000.0,3.0,50000,1029.71475,1025.0,29.71475,-25.0,2137.5,0.47294,0.29594,0.1619,0.04266,0.0624,368.04,325.0,687.5,900.0,1.0056562257362245,5253.459,9.82748,134.7473,0.39992,0.29594,0.1619,0.08806
25.0,2000.0,1000.0,4.0,50000,1048.0195,1050.0,48.0195,-75.0,2412.5,0.4666,0.32194,0.21008,0.08132,0.11324,456.73625,412.5,875.0,1137.5,1.0082589462888576,5814.2405,9.62234,131.61086,0.40682,0.32194,0.21008,0.14038
25.0,2000.0,2000.0,0.25,50000,1987.49475,1987.5,-12.50525,1324.6875000000018,2650.0,0.5072,0.07558,0.00172,0.0,0.0,204.449,200.0,287.5,325.0,0.9968237396143378,3937.0985,10.0,137.49854,0.28548,0.07558,0.00172,0.0
25.0,2000.0,2000.0,0.5,50000,1993.63875,1987.5,-6.36125,1300.0,2687.5,0.50012,0.07628,0.00266,0.0,0.0,213.713,200.0,300.0,375.0,0.9984270085931881,4044.04625,10.0,137.5137,0.28496,0.07628,0.00266,2e-05
25.0,2000.0,2000.0,0.75,50000,2003.935,2000.0,3.935,1237.5,2775.0,0.48884,0.09272,0.00526,0.0,0.0,238.569,225.0,375.0,500.0,1.000917337408938,4289.5885,10.0,137.50966,0.29302,0.09272,0.00526,0.00012
25.0,2000.0,2000.0,1.0,50000,2008.25475,2012.5,8.25475,1162.5,2862.5,0.4883,0.1117,0.00988,0.0,0.0,273.5685,250.0,475.0,650.0,1.0018102840515999,4559.91975,10.0,137.52762,0.30766,0.1117,0.00988,0.00034
25.0,2000.0,2000.0,1.25,50000,2022.763,2025.0,22.763,1050.0,2987.5,0.477,0.13606,0.01932,0.0001,0.00016,319.892,287.5,587.5,800.0,1.0045886040226029,4960.768,9.99992,137.519,0.31478,0.13606,0.01932,0.00194
25.0,2000.0,2000.0,1.5,50000,2036.699,2037.5,36.699,937.5,3150.0,0.468,0.1556,0.03058,0.00064,0.00108,368.92625,325.0,700.0,925.0,1.0068368517842854,5367.8215,9.99846,137.47478,0.3263,0.1556,0.03058,0.00466
25.0,2000.0,2000.0,2.0,50000,2049.7245,2050.0,49.7245,675.0,3425.0,0.46304,0.19752,0.05912,0.00412,0.00564,464.68675,412.5,900.0,1250.0,1.008174429699362,6082.932,9.988,137.31398,0.3442,0.19752,0.05912,0.01466
25.0,2000.0,2000.0,2.5,50000,2078.962,2081.25,78.962,337.5,3762.5,0.4559,0.22698,0.0901,0.01436,0.01666,571.90375,500.0,1125.0,1525.0,1.011379918116674,6938.71425,9.95784,136.80312,0.35766,0.22698,0.0901,0.03314
25.0,2000.0,2000.0,3.0,50000,2089.9365,2100.0,89.9365,-12.5,4050.0,0.4553,0.2533,0.12152,0.0278,0.0338,670.64275,600.0,1350.0,1787.6250000000255,1.0118573078183426,7584.9005,9.9048,136.01184,0.36698,0.2533,0.12152,0.0559
25.0,2000.0,2000.0,4.0,50000,2127.607,2125.0,127.607,-162.5,4687.5,0.45258,0.2923,0.17564,0.06702,0.08294,873.75225,775.0,1750.0,2275.0,1.0141395175259595,9024.84825,9.71712,133.11224,0.38348,0.2923,0.17564,0.10828
25.0,2000.0,5000.0,0.25,50000,4995.29425,5000.0,-4.70575,4262.5,5725.0,0.49798,0.00038,0.0,0.0,0.0,225.51375,225.0,350.0,437.5,0.9988678023449838,4156.29725,10.0,137.5066,0.08692,0.00038,0.0,0.0
25.0,2000.0,5000.0,0.5,50000,5020.39575,5012.5,20.39575,4037.5,6000.0,0.47884,0.00672,4e-05,0.0,0.0,321.0075,287.5,587.5,812.5,1.004107640595168,4965.32,10.0,137.52964,0.13634,0.00672,4e-05,0.0
25.0,2000.0,5000.0,0.75,50000,5044.943,5037.5,44.943,3725.0,6362.5,0.46722,0.0259,0.0006,0.0,0.0,438.924,387.5,850.0,1150.1250000000255,1.007618298545242,5899.34875,10.0,137.50334,0.1878,0.0259,0.0006,0.0
25.0,2000.0,5000.0,1.0,50000,5071.19175,5075.0,71.19175,3400.0,6750.0,0.45872,0.05462,0.0027,0.0,0.0,575.171,500.0,1150.0,1550.0,1.0102087797578023,6973.58075,10.0,137.50928,0.2289,0.05462,0.0027,4e-05
25.0,2000.0,5000.0,1.25,50000,5109.21425,5100.0,109.21425,3062.5,7187.5,0.45342,0.08356,0.00804,6e-05,6e-05,709.38225,625.0,1425.0,1925.0,1.0134895762617895,8096.19575,9.99988,137.51024,0.26168,0.08356,0.00804,0.00044
25.0,2000.0,5000.0,1.5,50000,5129.45925,5125.0,129.45925,2700.0,7575.0,0.4501,0.11546,0.01838,0.00046,0.00026,836.1065,750.0,1675.6249999999454,2312.5,1.0144289763074636,8972.1715,9.99942,137.50472,0.27946,0.11546,0.01838,0.00232
25.0,2000.0,5000.0,2.0,50000,5183.6925,5175.0,183.6925,2050.0,8362.5,0.44928,0.16132,0.04158,0.00308,0.0029,1086.801,962.5,2225.0,3025.0,1.0169573172115005,10832.63925,9.9932,137.425,0.31112,0.16132,0.04158,0.00938
25.0,2000.0,5000.0,2.5,50000,5223.42,5225.0,223.42,1175.0,9225.0,0.4472,0.20604,0.07946,0.01168,0.01268,1390.382,1237.5,2825.0,3850.0,1.0167734143109912,13319.888,9.96648,136.98614,0.33824,0.20604,0.07946,0.02652
25.0,2000.0,5000.0,3.0,50000,5271.76575,5262.5,271.76575,-12.5,10075.0,0.44682,0.23536,0.1066,0.02624,0.02808,1637.09125,1450.0,3325.0,4450.0,1.017873401272108,15205.03825,9.92148,136.2536,0.3532,0.23536,0.1066,0.0476
25.0,2000.0,5000.0,4.0,50000,5370.09025,5350.0,370.09025,-387.5,11762.5,0.44808,0.2859,0.16846,0.06814,0.07484,2184.1395,1975.0,4350.0,5675.0,1.0192426824860485,19232.7785,9.74942,133.60584,0.37912,0.2859,0.16846,0.10142
25.0,2000.0,10000.0,0.25,50000,10024.16975,10025.0,24.16975,9037.5,11000.0,0.47544,0.0,0.0,0.0,0.0,320.9635,287.5,587.5,800.0,1.0048675085509537,4965.528,10.0,137.4957,0.02024,0.0,0.0,0.0
25.0,2000.0,10000.0,0.5,50000,10076.25575,10075.0,76.25575,8387.5,11750.0,0.4579,0.00252,0.0,0.0,0.0,571.52175,500.0,1125.0,1525.0,1.01094419462865,6967.6895,10.0,137.51646,0.09054,0.00252,0.0,0.0
25.0,2000.0,10000.0,0.75,50000,10124.12925,10112.5,124.12925,7687.5,12575.0,0.45424,0.01824,0.00016,0.0,0.0,837.73675,750.0,1700.0,2300.0,1.0138279775497034,8976.67425,10.0,137.51826,0.15694,0.01824,0.00016,0.0
25.0,2000.0,10000.0,1.0,50000,10172.56875,10175.0,172.56875,7037.5,13300.312500000018,0.44992,0.04238,0.00168,0.0,0.0,1097.3685,975.0,2225.0,3075.0,1.0158297868671213,10901.52075,10.0,137.505,0.20514,0.04238,0.00168,4e-05
25.0,2000.0,10000.0,1.25,50000,10228.72525,10225.0,228.72525,6249.687500000002,14250.0,0.44732,0.07674,0.00722,0.0,8e-05,1385.88575,1225.0,2800.0,3800.0,1.0171194976869056,13360.51175,9.99982,137.50938,0.24466,0.07674,0.00722,0.00038
25.0,2000.0,10000.0,1.5,50000,10287.26975,10287.5,287.26975,5487.5,15062.5,0.44246,0.10738,0.01692,0.00034,0.00036,1645.7565,1462.5,3350.0,4575.0,1.0186843757438582,15374.86475,9.99912,137.50654,0.26818,0.10738,0.01692,0.0022
25.0,2000.0,10000.0,2.0,50000,10374.054,10387.5,374.054,3937.5,16787.5,0.44456,0.16284,0.04302,0.00332,0.00342,2210.49775,1975.0,4500.0,6112.5,1.0188436678302168,19850.38175,9.99222,137.38112,0.31236,0.16284,0.04302,0.01086
25.0,2000.0,10000.0,2.5,50000,10460.23725,10425.0,460.23725,2525.0,18375.0,0.44782,0.20118,0.07384,0.0113,0.01122,2746.90825,2450.0,5575.0,7575.0,1.0192993613579495,23847.27875,9.97038,137.04432,0.33414,0.20118,0.07384,0.02478
25.0,2000.0,10000.0,3.0,50000,10587.41525,10575.0,587.41525,-75.0,20100.0,0.4435,0.23326,0.10634,0.02626,0.02888,3272.7475,2925.0,6637.5,8975.0,1.0211118999315454,27823.89325,9.91954,136.23718,0.35162,0.23326,0.10634,0.04716
25.0,2000.0,10000.0,4.0,50000,10745.484,10700.0,745.484,-737.5,23075.0,0.44708,0.27768,0.15952,0.06286,0.068,4209.40575,3850.0,8300.0,10900.0,1.0212626544298486,35060.72125,9.7726,133.99922,0.37344,0.27768,0.15952,0.09344
100.0,5000.0,10000.0,0.25,50000,9955.168,9950.0,-44.832,7250.0,12650.0,0.50688,0.0355,0.00018,0.0,0.0,820.119,800.0,1200.0,1300.0,0.9971590496833619,15780.635,10.0,137.51886,0.23944,0.0355,0.00018,0.0
100.0,5000.0,10000.0,0.5,50000,9987.098,10000.0,-12.902,7100.0,12850.0,0.49688,0.04358,0.00042,0.0,0.0,901.074,900.0,1350.0,1700.0,0.9992238595978736,16623.281,10.0,137.5194,0.24488,0.04358,0.00042,0.0
100.0,5000.0,10000.0,0.75,50000,10034.951,10050.0,34.951,6750.0,13300.0,0.48542,0.06204,0.0016,0.0,0.0,1056.212,1000.0,1800.0,2450.0,1.0019404357133443,18011.934,10.0,137.5194,0.26088,0.06204,0.0016,2e-05
100.0,5000.0,10000.0,1.0,50000,10069.771,10050.0,69.771,6200.0,14000.0,0.48214,0.08846,0.00584,0.0,0.0,1288.898,1150.0,2400.0,3200.0,1.0035118730513084,19867.176,10.0,137.52478,0.28232,0.08846,0.00584,0.00022
100.0,5000.0,10000.0,1.25,50000,10146.731,10150.0,146.731,5700.0,14650.0,0.47052,0.11072,0.01284,0.00016,0.00014,1494.965,1300.0,2850.0,3900.0,1.0068064093274216,21557.769,9.99974,137.50714,0.29192,0.11072,0.01284,0.00128
100.0,5000.0,10000.0,1.5,50000,10180.804,10200.0,180.804,4950.0,15400.0,0.4646,0.13876,0.0253,0.00056,0.00086,1759.94,1550.0,3450.0,4750.0,1.0076635303119403,23592.782,9.9984,137.49114,0.30964,0.13876,0.0253,0.00346
100.0,5000.0,10000.0,2.0,50000,10307.216,10300.0,307.216,3700.0,17000.0,0.46006,0.18372,0.0538,0.00412,0.0043,2284.846,2000.0,4500.0,6200.0,1.0110446866607266,27815.728,9.99098,137.36898,0.33332,0.18372,0.0538,0.0121
100.0,5000.0,10000.0,2.5,50000,10381.764,10350.0,381.764,1900.0,18600.0,0.4587,0.22124,0.08768,0.01392,0.0161,2835.46,2500.0,5652.499999999782,7600.0,1.011875663577946,32146.751,9.95844,136.83498,0.35184,0.22124,0.08768,0.03144
100.0,5000.0,10000.0,3.0,50000,10463.263,10450.0,463.263,-50.0,20250.0,0.45582,0.25036,0.1165,0.02794,0.03212,3354.25,3000.0,6700.0,9000.0,1.0130561488550283,35482.362,9.90448,135.98866,0.36604,0.25036,0.1165,0.05208
100.0,5000.0,10000.0,4.0,50000,10645.508,10650.0,645.508,-800.0,23300.0,0.4525,0.2891,0.16994,0.06568,0.07808,4317.415,3900.0,8650.0,11400.0,1.015411303615392,41885.36,9.74188,133.50766,0.38216,0.2891,0.16994,0.10372
100.0,5000.0,50000.0,0.25,50000,50136.136,50150.0,136.136,45650.0,54600.0,0.46534,0.0,0.0,0.0,0.0,1499.123,1300.0,2900.0,3900.0,1.0063118634342274,21568.274,10.0,137.51356,0.01352,0.0,0.0,0.0
100.0,5000.0,50000.0,0.5,50000,50399.67,50400.0,399.67,42200.0,58600.0,0.45648,0.00268,0.0,0.0,0.0,2821.955,2500.0,5600.0,7650.0,1.0123965468202503,32240.43,10.0,137.51854,0.08442,0.00268,0.0,0.0
100.0,5000.0,50000.0,0.75,50000,50637.674,50600.0,637.674,38800.0,62700.0,0.45302,0.0159,0.00018,0.0,0.0,4152.858,3700.0,8400.0,11450.0,1.0152138160347275,41914.139,10.0,137.51644,0.15248,0.0159,0.00018,0.0
100.0,5000.0,50000.0,1.0,50000,50901.709,50850.0,901.709,35050.0,67150.0,0.44848,0.04496,0.0018,0.0,0.0,5555.891,4950.0,11200.0,15200.0,1.01684600058229,53526.592,10.0,137.5063,0.2085,0.04496,0.0018,2e-05
100.0,5000.0,50000.0,1.25,50000,51153.153,51150.0,1153.153,31250.0,71100.0,0.44556,0.07668,0.007,6e-05,4e-05,6924.857,6150.0,14000.0,19050.0,1.0178920066948498,64450.736,9.99988,137.52894,0.243,0.07668,0.007,0.00054
100.0,5000.0,50000.0,1.5,50000,51360.413,51350.0,1360.413,27850.0,74900.0,0.44598,0.10562,0.01598,0.0002,0.00018,8220.879,7300.0,16800.0,22750.0,1.0182950561176387,74359.597,9.9996,137.504,0.27126,0.10562,0.01598,0.00178
100.0,5000.0,50000.0,2.0,50000,51956.272,51850.0,1956.272,21398.750000000007,82750.0,0.4424,0.15542,0.03904,0.00282,0.00222,10727.627,9600.0,21600.0,28600.0,1.0206211841421995,94867.103,9.99564,137.44,0.30692,0.15542,0.03904,0.00856
100.0,5000.0,50000.0,2.5,50000,52213.98,52000.0,2213.98,15250.0,89301.25000000007,0.45078,0.1936,0.06532,0.00796,0.0078,12871.142,11700.0,25000.0,32900.0,1.0195233952263474,113401.382,9.98268,137.24082,0.33016,0.1936,0.06532,0.01844
100.0,5000.0,50000.0,3.0,50000,52487.457,52450.0,2487.457,9100.0,94900.0,0.44842,0.22046,0.0897,0.01524,0.01496,14695.238,13500.0,28000.0,36000.5000000001,1.0191249582559336,130063.395,9.96362,136.93522,0.34832,0.22046,0.0897,0.03252
100.0,5000.0,50000.0,4.0,50000,52806.488,52750.0,2806.488,-650.0,102450.0,0.45194,0.25274,0.12114,0.03044,0.03236,17245.794,15900.0,31200.0,39600.0,1.0180659070280225,155347.196,9.9178,136.18302,0.36608,0.25274,0.12114,0.05528
100.0,5000.0,100000.0,0.25,50000,100408.698,100400.0,408.698,92100.0,108700.0,0.45288,0.0,0.0,0.0,0.0,2832.082,2500.0,5650.0,7700.0,1.0126438163809408,32323.943,10.0,137.50308,0.00892,0.0,0.0,0.0
100.0,5000.0,100000.0,0.5,50000,100959.14,100900.0,959.14,84900.0,117200.0,0.44604,0.00202,0.0,0.0,0.0,5545.265,4950.0,11200.0,15200.0,1.0179182074573998,53528.792,10.0,137.51398,0.07668,0.00202,0.0,0.0
100.0,5000.0,100000.0,0.75,50000,101356.162,101300.0,1356.162,77750.0,125100.0,0.448,0.01598,0.0001,0.0,0.0,8226.049,7300.0,16700.0,22850.0,1.0182437369945665,74335.757,10.0,137.51674,0.14782,0.01598,0.0001,0.0
100.0,5000.0,100000.0,1.0,50000,101954.721,101850.0,1954.721,71448.75,133200.0,0.44388,0.03882,0.00144,0.0,0.0,10722.216,9700.0,21400.0,28400.0,1.0205836878085275,94964.567,10.0,137.50852,0.19896,0.03882,0.00144,4e-05
