Strategy,Rules,Decision,Action A,Action B,Player Value,Dealer Upcard,Deviation TC,Total Hands,Notes
NoStrategy,H17,Hit_vs_Stand,Hit,Stand,12,2,N/A,204217660,
NoStrategy,H17,Hit_vs_Stand,Hit,Stand,12,3,N/A,207762557,
NoStrategy,H17,Hit_vs_Stand,Hit,Stand,13,2,N/A,194969999,
NoStrategy,H17,Hit_vs_Stand,Hit,Stand,13,3,N/A,189871977,
NoStrategy,H17,Hit_vs_Stand,Hit,Stand,15,10,N/A,562833830,
NoStrategy,H17,Hit_vs_Stand,Hit,Stand,16,10,N/A,513495765,
NoStrategy,H17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,N/A,2134076921,Consolidated across all player hands
NoStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,48370405,
NoStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,48355610,
NoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,14,10,N/A,607635388,
NoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,9,N/A,154629934,
NoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,10,N/A,562833830,
NoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,11,N/A,106388648,
NoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,9,N/A,141256036,
NoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,10,N/A,513495765,
NoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,11,N/A,97158607,
NoStrategy,S17,Hit_vs_Double,Double,Hit,9,2,N/A,83926737,
NoStrategy,S17,Hit_vs_Double,Double,Hit,9,7,N/A,81551291,
NoStrategy,S17,Hit_vs_Double,Double,Hit,10,10,N/A,333954800,
NoStrategy,S17,Hit_vs_Double,Double,Hit,10,11,N/A,62480052,
NoStrategy,S17,Hit_vs_Double,Double,Hit,11,11,N/A,71602784,
NoStrategy,S17,Hit_vs_Stand,Hit,Stand,12,2,N/A,204972985,
NoStrategy,S17,Hit_vs_Stand,Hit,Stand,12,3,N/A,208546025,
NoStrategy,S17,Hit_vs_Stand,Hit,Stand,13,2,N/A,195752852,
NoStrategy,S17,Hit_vs_Stand,Hit,Stand,13,3,N/A,190619423,
NoStrategy,S17,Hit_vs_Stand,Hit,Stand,15,10,N/A,565034350,
NoStrategy,S17,Hit_vs_Stand,Hit,Stand,16,10,N/A,515497552,
NoStrategy,S17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,N/A,2141949633,Consolidated across all player hands
NoStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,48552030,
NoStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,48534058,
NoStrategy,S17,Surrender_vs_Hit,Surrender,Hit,14,10,N/A,610048528,
NoStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,9,N/A,155247731,
NoStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,10,N/A,565034350,
NoStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,11,N/A,106782371,
NoStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,9,N/A,141789081,
NoStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,10,N/A,515497552,
NoStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,11,N/A,97519067,
OmegaIIStrategy,H17,Hit_vs_Double,Double,Hit,9,2,39.5,84396533,
OmegaIIStrategy,H17,Hit_vs_Double,Double,Hit,9,7,94.3,81993335,
OmegaIIStrategy,H17,Hit_vs_Double,Double,Hit,10,10,96.9,335801250,
OmegaIIStrategy,H17,Hit_vs_Double,Double,Hit,10,11,96.6,62867379,
OmegaIIStrategy,H17,Hit_vs_Double,Double,Hit,11,11,87.3,72038047,
OmegaIIStrategy,H17,Hit_vs_Stand,Hit,Stand,12,2,96.8,206135486,
OmegaIIStrategy,H17,Hit_vs_Stand,Hit,Stand,12,3,90.3,209753024,
OmegaIIStrategy,H17,Hit_vs_Stand,Hit,Stand,13,2,-0.2,196842979,
OmegaIIStrategy,H17,Hit_vs_Stand,Hit,Stand,13,3,-0.7,191713056,
OmegaIIStrategy,H17,Hit_vs_Stand,Hit,Stand,15,10,95.4,568178886,
OmegaIIStrategy,H17,Hit_vs_Stand,Hit,Stand,16,10,76.4,518303132,
OmegaIIStrategy,H17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,96.8,2154555199,Consolidated across all player hands
OmegaIIStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,48823180,
OmegaIIStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,48827344,
OmegaIIStrategy,H17,Surrender_vs_Hit,Surrender,Hit,14,10,92.7,613447871,
OmegaIIStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,9,90.3,156104007,
OmegaIIStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,10,5.0,568178886,
OmegaIIStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,11,89.4,107418139,
OmegaIIStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,9,-0.2,142587407,
OmegaIIStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,10,N/A,518303132,
OmegaIIStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,11,N/A,98085979,
OmegaIIStrategy,S17,Hit_vs_Double,Double,Hit,9,2,37.9,84733029,
OmegaIIStrategy,S17,Hit_vs_Double,Double,Hit,9,7,93.0,82318442,
OmegaIIStrategy,S17,Hit_vs_Double,Double,Hit,10,10,96.8,337160148,
OmegaIIStrategy,S17,Hit_vs_Double,Double,Hit,10,11,95.4,63088998,
OmegaIIStrategy,S17,Hit_vs_Double,Double,Hit,11,11,79.5,72295509,
OmegaIIStrategy,S17,Hit_vs_Stand,Hit,Stand,12,2,96.8,206947237,
OmegaIIStrategy,S17,Hit_vs_Stand,Hit,Stand,12,3,90.3,210579818,
OmegaIIStrategy,S17,Hit_vs_Stand,Hit,Stand,13,2,-0.2,197602759,
OmegaIIStrategy,S17,Hit_vs_Stand,Hit,Stand,13,3,-1.5,192427292,
OmegaIIStrategy,S17,Hit_vs_Stand,Hit,Stand,15,10,95.4,570451862,
OmegaIIStrategy,S17,Hit_vs_Stand,Hit,Stand,16,10,76.5,520365557,
OmegaIIStrategy,S17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,96.8,2162694364,Consolidated across all player hands
OmegaIIStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,49024984,
OmegaIIStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,49007843,
OmegaIIStrategy,S17,Surrender_vs_Hit,Surrender,Hit,14,10,90.5,615894371,
OmegaIIStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,9,90.3,156742487,
OmegaIIStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,10,5.2,570451862,
OmegaIIStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,11,87.5,107825982,
OmegaIIStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,9,-0.2,143141538,
OmegaIIStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,10,-1.6,520365557,
OmegaIIStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,11,-0.7,98451640,
R14Strategy,H17,Hit_vs_Double,Double,Hit,9,2,77.8,84323402,
R14Strategy,H17,Hit_vs_Double,Double,Hit,9,7,103.0,81920838,
R14Strategy,H17,Hit_vs_Double,Double,Hit,10,10,142.5,335472170,
R14Strategy,H17,Hit_vs_Double,Double,Hit,10,11,144.0,62798489,
R14Strategy,H17,Hit_vs_Double,Double,Hit,11,11,77.9,71947771,
R14Strategy,H17,Hit_vs_Stand,Hit,Stand,12,2,148.8,205909740,
R14Strategy,H17,Hit_vs_Stand,Hit,Stand,12,3,102.8,209533874,
R14Strategy,H17,Hit_vs_Stand,Hit,Stand,13,2,-0.3,196623033,
R14Strategy,H17,Hit_vs_Stand,Hit,Stand,13,3,-1.9,191501488,
R14Strategy,H17,Hit_vs_Stand,Hit,Stand,15,10,104.9,567448099,
R14Strategy,H17,Hit_vs_Stand,Hit,Stand,16,10,-3.0,517756241,
R14Strategy,H17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,147.7,2152158142,Consolidated across all player hands
R14Strategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,48763521,
R14Strategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,48751737,
R14Strategy,H17,Surrender_vs_Hit,Surrender,Hit,14,10,102.9,612748617,
R14Strategy,H17,Surrender_vs_Hit,Surrender,Hit,15,9,102.8,155913135,
R14Strategy,H17,Surrender_vs_Hit,Surrender,Hit,15,10,9.0,567448099,
R14Strategy,H17,Surrender_vs_Hit,Surrender,Hit,15,11,78.0,107311684,
R14Strategy,H17,Surrender_vs_Hit,Surrender,Hit,16,9,0.1,142446823,
R14Strategy,H17,Surrender_vs_Hit,Surrender,Hit,16,10,N/A,517756241,
R14Strategy,H17,Surrender_vs_Hit,Surrender,Hit,16,11,-1.3,97979540,
R14Strategy,S17,Hit_vs_Double,Double,Hit,9,2,39.0,84613107,
R14Strategy,S17,Hit_vs_Double,Double,Hit,9,7,102.9,82238596,
R14Strategy,S17,Hit_vs_Double,Double,Hit,10,10,-3.0,336763091,
R14Strategy,S17,Hit_vs_Double,Double,Hit,10,11,142.4,63023413,
R14Strategy,S17,Hit_vs_Double,Double,Hit,11,11,77.8,72192717,
R14Strategy,S17,Hit_vs_Stand,Hit,Stand,12,2,144.9,206718544,
R14Strategy,S17,Hit_vs_Stand,Hit,Stand,12,3,102.8,210325748,
R14Strategy,S17,Hit_vs_Stand,Hit,Stand,13,2,-0.3,197414686,
R14Strategy,S17,Hit_vs_Stand,Hit,Stand,13,3,-1.6,192216739,
R14Strategy,S17,Hit_vs_Stand,Hit,Stand,15,10,105.0,569779370,
R14Strategy,S17,Hit_vs_Stand,Hit,Stand,16,10,-3.9,519709654,
R14Strategy,S17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,144.9,2160136950,Consolidated across all player hands
R14Strategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,48956081,
R14Strategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,48948145,
R14Strategy,S17,Surrender_vs_Hit,Surrender,Hit,14,10,102.9,615153788,
R14Strategy,S17,Surrender_vs_Hit,Surrender,Hit,15,9,102.8,156559042,
R14Strategy,S17,Surrender_vs_Hit,Surrender,Hit,15,10,7.1,569779370,
R14Strategy,S17,Surrender_vs_Hit,Surrender,Hit,15,11,78.0,107677177,
R14Strategy,S17,Surrender_vs_Hit,Surrender,Hit,16,9,0.1,142991217,
R14Strategy,S17,Surrender_vs_Hit,Surrender,Hit,16,10,-2.9,519709654,
R14Strategy,S17,Surrender_vs_Hit,Surrender,Hit,16,11,-1.4,98353936,
RAPCStrategy,H17,Hit_vs_Double,Double,Hit,9,2,2.7,83721596,
RAPCStrategy,H17,Hit_vs_Double,Double,Hit,9,7,11.1,81366509,
RAPCStrategy,H17,Hit_vs_Double,Double,Hit,10,10,9.4,333278751,
RAPCStrategy,H17,Hit_vs_Double,Double,Hit,10,11,10.3,62387388,
RAPCStrategy,H17,Hit_vs_Double,Double,Hit,11,11,2.8,71473165,
RAPCStrategy,H17,Hit_vs_Stand,Hit,Stand,12,2,10.3,204564555,
RAPCStrategy,H17,Hit_vs_Stand,Hit,Stand,12,3,5.4,208151594,
RAPCStrategy,H17,Hit_vs_Stand,Hit,Stand,13,2,-2.3,195350353,
RAPCStrategy,H17,Hit_vs_Stand,Hit,Stand,13,3,-6.1,190160166,
RAPCStrategy,H17,Hit_vs_Stand,Hit,Stand,15,10,11.3,563924750,
RAPCStrategy,H17,Hit_vs_Stand,Hit,Stand,16,10,1.0,514513024,
RAPCStrategy,H17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,11.2,2138548026,Consolidated across all player hands
RAPCStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,48459728,
RAPCStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,48451158,
RAPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,14,10,8.2,608896276,
RAPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,9,7.0,154926779,
RAPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,10,-1.1,563924754,
RAPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,11,4.8,106610549,
RAPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,9,-1.5,141529454,
RAPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,10,-10.3,514513024,
RAPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,11,-6.0,97358402,
RAPCStrategy,S17,Hit_vs_Double,Double,Hit,9,2,2.7,84068228,
RAPCStrategy,S17,Hit_vs_Double,Double,Hit,9,7,10.4,81683170,
RAPCStrategy,S17,Hit_vs_Double,Double,Hit,10,10,9.5,334583646,
RAPCStrategy,S17,Hit_vs_Double,Double,Hit,10,11,10.0,62603631,
RAPCStrategy,S17,Hit_vs_Double,Double,Hit,11,11,2.6,71726700,
RAPCStrategy,S17,Hit_vs_Stand,Hit,Stand,12,2,10.4,205361159,
RAPCStrategy,S17,Hit_vs_Stand,Hit,Stand,12,3,5.1,208942902,
RAPCStrategy,S17,Hit_vs_Stand,Hit,Stand,13,2,-2.4,196051488,
RAPCStrategy,S17,Hit_vs_Stand,Hit,Stand,13,3,-6.2,190930189,
RAPCStrategy,S17,Hit_vs_Stand,Hit,Stand,15,10,11.4,566127358,
RAPCStrategy,S17,Hit_vs_Stand,Hit,Stand,16,10,1.2,516447540,
RAPCStrategy,S17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,11.2,2146507487,Consolidated across all player hands
RAPCStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,48649969,
RAPCStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,48645017,
RAPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,14,10,8.3,611203648,
RAPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,9,7.1,155544858,
RAPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,10,-1.1,566127358,
RAPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,11,4.7,107001428,
RAPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,9,-1.5,142077090,
RAPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,10,-10.5,516447540,
RAPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,11,-6.0,97732061,
RPCStrategy,H17,Hit_vs_Double,Double,Hit,9,2,1.6,83824467,
RPCStrategy,H17,Hit_vs_Double,Double,Hit,9,7,6.8,81448499,
RPCStrategy,H17,Hit_vs_Double,Double,Hit,10,10,6.1,333656529,
RPCStrategy,H17,Hit_vs_Double,Double,Hit,10,11,6.3,62440488,
RPCStrategy,H17,Hit_vs_Double,Double,Hit,11,11,1.7,71534749,
RPCStrategy,H17,Hit_vs_Stand,Hit,Stand,12,2,5.9,204790817,
RPCStrategy,H17,Hit_vs_Stand,Hit,Stand,12,3,3.0,208373932,
RPCStrategy,H17,Hit_vs_Stand,Hit,Stand,13,2,-1.3,195535223,
RPCStrategy,H17,Hit_vs_Stand,Hit,Stand,13,3,-3.7,190394077,
RPCStrategy,H17,Hit_vs_Stand,Hit,Stand,15,10,6.8,564639052,
RPCStrategy,H17,Hit_vs_Stand,Hit,Stand,16,10,0.7,515146380,
RPCStrategy,H17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,6.2,2141172012,Consolidated across all player hands
RPCStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,48506871,
RPCStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,48532812,
RPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,14,10,4.8,609599340,
RPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,9,4.2,155124094,
RPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,10,-0.7,564639054,
RPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,11,3.0,106746910,
RPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,9,-0.8,141682443,
RPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,10,-6.3,515146382,
RPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,11,-3.9,97471660,
RPCStrategy,S17,Hit_vs_Double,Double,Hit,9,2,1.6,84137718,
RPCStrategy,S17,Hit_vs_Double,Double,Hit,9,7,6.6,81778128,
RPCStrategy,S17,Hit_vs_Double,Double,Hit,10,10,5.9,334983398,
RPCStrategy,S17,Hit_vs_Double,Double,Hit,10,11,6.0,62690389,
RPCStrategy,S17,Hit_vs_Double,Double,Hit,11,11,1.7,71806277,
RPCStrategy,S17,Hit_vs_Stand,Hit,Stand,12,2,5.9,205606594,
RPCStrategy,S17,Hit_vs_Stand,Hit,Stand,12,3,3.0,209156964,
RPCStrategy,S17,Hit_vs_Stand,Hit,Stand,13,2,-1.4,196305233,
RPCStrategy,S17,Hit_vs_Stand,Hit,Stand,13,3,-3.6,191139475,
RPCStrategy,S17,Hit_vs_Stand,Hit,Stand,15,10,6.8,566866334,
RPCStrategy,S17,Hit_vs_Stand,Hit,Stand,16,10,0.7,517091812,
RPCStrategy,S17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,6.2,2149131875,Consolidated across all player hands
RPCStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,48706628,
RPCStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,48693477,
RPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,14,10,4.8,612020160,
RPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,9,4.3,155696542,
RPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,10,-0.8,566866334,
RPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,11,2.8,107116981,
RPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,9,-0.8,142228499,
RPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,10,-6.3,517091820,
RPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,11,-3.9,97815590,
WongHalvesStrategy,H17,Hit_vs_Double,Double,Hit,9,2,25.7,84326681,
WongHalvesStrategy,H17,Hit_vs_Double,Double,Hit,9,7,47.3,81938574,
WongHalvesStrategy,H17,Hit_vs_Double,Double,Hit,10,10,48.7,335548325,
WongHalvesStrategy,H17,Hit_vs_Double,Double,Hit,10,11,47.8,62806462,
WongHalvesStrategy,H17,Hit_vs_Double,Double,Hit,11,11,25.8,71972412,
WongHalvesStrategy,H17,Hit_vs_Stand,Hit,Stand,12,2,48.8,205959661,
WongHalvesStrategy,H17,Hit_vs_Stand,Hit,Stand,12,3,44.6,209591988,
WongHalvesStrategy,H17,Hit_vs_Stand,Hit,Stand,13,2,-0.1,196672957,
WongHalvesStrategy,H17,Hit_vs_Stand,Hit,Stand,13,3,-0.8,191525452,
WongHalvesStrategy,H17,Hit_vs_Stand,Hit,Stand,15,10,47.3,567702778,
WongHalvesStrategy,H17,Hit_vs_Stand,Hit,Stand,16,10,25.7,517930553,
WongHalvesStrategy,H17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,48.8,2152805835,Consolidated across all player hands
WongHalvesStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,48781490,
